"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"
"152"	0.49192	0.075319	-0.31337	0.078043	-0.77897	-0.078043	0.50744	-0.49629	0.17901	-0.43779	-0.5242	0.31337	-0.27307	0.49629	0.19446	0.77897	1.2282	0.010894	1.1905	-1.1905	-0.16271	0.10259	-0.11753	-0.31704	0.10639	-2.1018	-0.49192	0.31704	-0.13529	0.11753	0.27307	-0.010894	-0.17901	0.56327	-0.63296	2.1018	-0.075319	0.16271	-0.19446	-0.56327	0.5242	0.63296	-0.10639	-0.50744	0.0042593	-1.2282	0.43779	-0.0042593	-0.10259	0.13529
"153"	-0.49192	-0.31704	0.5242	0.63296	-0.078043	0.49629	-0.10639	-0.49629	0.56327	0.50744	0.31704	-0.50744	0.27307	-0.43779	-0.13529	0.13529	0.0042593	0.77897	0.075319	-0.17901	0.43779	-0.31337	0.078043	0.10639	0.31337	-0.77897	1.2282	-0.10259	-1.1905	0.010894	-0.010894	-0.19446	0.10259	-0.11753	-0.27307	-0.075319	0.17901	-1.2282	-0.5242	-0.16271	0.11753	2.1018	-0.0042593	0.19446	0.49192	1.1905	0.16271	-0.63296	-0.56327	-2.1018
"154"	-0.5242	0.49629	-0.010894	-0.11753	-0.16271	1.1905	0.31704	-0.49192	0.10639	0.16271	0.31337	-0.19446	0.010894	-2.1018	0.17901	0.19446	-0.43779	0.49192	-0.10259	-1.2282	-0.63296	-0.27307	0.13529	0.43779	-0.56327	-0.31337	-0.078043	1.2282	0.27307	0.10259	-0.50744	-0.17901	0.078043	0.0042593	0.11753	-0.075319	0.63296	0.075319	-0.0042593	-0.31704	-0.77897	-0.10639	0.56327	-0.49629	-0.13529	0.50744	0.77897	0.5242	-1.1905	2.1018
"155"	0.078043	0.5242	-0.63296	0.43779	0.11753	-0.43779	-0.5242	-0.13529	-0.49192	0.075319	-2.1018	0.56327	0.10259	0.63296	1.1905	-0.0042593	-0.77897	-0.31337	-0.31704	-1.2282	0.19446	-0.010894	-0.10639	-1.1905	-0.17901	0.27307	-0.16271	0.77897	-0.10259	-0.075319	0.17901	0.16271	-0.11753	0.50744	-0.50744	0.10639	1.2282	-0.19446	0.13529	-0.56327	-0.27307	0.010894	0.31337	0.31704	0.49629	-0.49629	0.49192	-0.078043	0.0042593	2.1018
"156"	-0.17901	0.17901	0.10639	0.63296	0.49629	0.13529	0.56327	-0.43779	0.0042593	-0.77897	-0.50744	-0.31704	-1.2282	-2.1018	0.27307	0.10259	0.50744	-0.56327	-0.16271	2.1018	0.31704	0.078043	-0.010894	0.16271	1.1905	0.31337	-0.5242	0.19446	0.010894	-0.11753	-0.078043	-1.1905	-0.49629	0.77897	-0.19446	0.11753	1.2282	-0.0042593	0.49192	-0.27307	-0.075319	0.43779	-0.31337	-0.63296	-0.10639	0.5242	-0.13529	-0.49192	0.075319	-0.10259
"157"	-0.77897	-0.63296	-1.1905	0.49192	0.13529	-0.49629	0.10259	0.17901	1.1905	0.56327	0.19446	0.10639	0.27307	-2.1018	-0.10259	-0.078043	0.50744	-0.010894	-0.43779	-0.075319	0.77897	0.0042593	0.078043	-0.56327	0.075319	-0.0042593	-0.31704	0.11753	1.2282	-0.49192	0.16271	0.31704	0.43779	-0.13529	-0.27307	0.63296	-0.11753	0.010894	0.31337	0.5242	0.49629	-0.10639	-0.50744	2.1018	-0.19446	-0.17901	-0.16271	-0.5242	-1.2282	-0.31337
"158"	-0.075319	0.77897	0.010894	2.1018	-2.1018	-0.078043	0.49629	0.16271	-0.5242	0.63296	0.43779	-0.10259	0.078043	-0.0042593	0.50744	0.31337	0.075319	-0.31337	-0.50744	-0.010894	0.10259	-0.13529	-1.1905	0.27307	-1.2282	-0.77897	-0.19446	1.2282	0.17901	-0.43779	0.19446	-0.49192	0.10639	-0.49629	-0.17901	0.49192	0.11753	-0.11753	0.0042593	-0.63296	-0.56327	0.56327	1.1905	0.31704	-0.16271	-0.10639	-0.31704	0.13529	-0.27307	0.5242
"159"	-0.0042593	-1.2282	0.63296	2.1018	-0.77897	-0.49629	-0.31704	0.50744	0.19446	-0.43779	0.10639	0.56327	-0.31337	0.27307	-0.49192	-0.17901	-0.5242	0.49192	1.1905	0.16271	0.10259	0.075319	-0.10259	0.31704	0.17901	-1.1905	0.010894	-0.50744	1.2282	0.0042593	-0.11753	0.13529	-0.010894	0.49629	-0.078043	0.078043	-0.16271	-0.63296	0.11753	-2.1018	-0.075319	-0.10639	-0.13529	-0.56327	0.31337	-0.19446	0.77897	-0.27307	0.5242	0.43779
"160"	0.31337	-0.16271	0.078043	0.0042593	0.19446	-0.0042593	0.56327	0.10639	0.13529	2.1018	0.27307	-0.50744	0.49629	-0.10639	-0.77897	0.77897	-1.2282	-2.1018	0.17901	-0.5242	0.50744	-0.63296	-0.078043	-0.010894	-0.49192	-0.17901	0.5242	0.010894	0.49192	-1.1905	0.10259	-0.49629	1.2282	0.075319	0.16271	0.43779	0.63296	-0.56327	-0.19446	-0.075319	-0.31704	0.11753	-0.13529	-0.27307	-0.10259	-0.31337	-0.43779	-0.11753	1.1905	0.31704
"161"	0.010894	-0.13529	-0.10639	-0.16271	-0.17901	0.63296	-0.27307	0.50744	-0.10259	0.16271	0.10259	1.2282	1.1905	-0.43779	0.19446	-0.77897	-0.078043	0.0042593	0.5242	0.078043	0.13529	-0.49629	-2.1018	-0.63296	-0.49192	-0.010894	-0.31337	0.31337	0.10639	2.1018	0.43779	-0.19446	0.49192	-1.2282	-0.5242	0.56327	-0.31704	0.17901	-0.56327	-0.11753	-0.50744	-0.075319	0.31704	0.27307	0.11753	-0.0042593	0.075319	-1.1905	0.77897	0.49629
"162"	-0.63296	-0.10639	-0.31337	1.2282	-0.19446	0.078043	0.77897	-0.50744	0.10639	-1.1905	0.010894	-0.075319	-0.43779	-0.17901	0.50744	-0.31704	0.19446	-0.49629	0.075319	0.11753	0.49629	0.17901	-2.1018	-0.5242	-0.11753	-0.13529	1.1905	0.43779	-0.0042593	-0.16271	-1.2282	0.10259	0.27307	0.0042593	-0.49192	0.63296	0.49192	0.13529	-0.078043	0.31704	2.1018	0.56327	0.16271	-0.010894	-0.56327	0.31337	0.5242	-0.10259	-0.77897	-0.27307
"163"	0.31337	-0.49629	-0.49192	2.1018	-0.0042593	0.49192	-0.16271	0.0042593	-2.1018	-0.17901	-0.19446	-0.5242	-0.010894	-0.50744	0.56327	-0.11753	0.16271	0.63296	-0.10259	0.13529	0.010894	-0.31337	0.31704	1.2282	0.27307	0.078043	-0.43779	-0.31704	-0.078043	-0.075319	0.10639	0.17901	-0.13529	1.1905	0.19446	-0.56327	0.5242	-0.77897	-1.2282	-0.27307	0.075319	-0.63296	0.43779	0.10259	-1.1905	0.77897	-0.10639	0.11753	0.50744	0.49629
"164"	1.2282	-0.77897	0.0042593	-0.075319	-0.19446	0.50744	-0.13529	0.078043	0.43779	-0.31704	2.1018	0.10259	-0.43779	0.63296	0.010894	-2.1018	-0.11753	0.49629	0.075319	-0.10639	-0.27307	0.13529	-0.56327	-1.2282	-0.63296	0.5242	-0.31337	-0.50744	0.27307	-0.17901	-0.49629	0.31337	0.31704	0.77897	0.49192	-0.10259	0.19446	0.11753	-0.49192	-0.0042593	-0.5242	-1.1905	0.56327	-0.010894	0.17901	0.10639	-0.078043	-0.16271	0.16271	1.1905
"165"	-0.31704	0.27307	-0.11753	-0.63296	-0.010894	1.2282	0.0042593	-0.075319	-0.10639	0.078043	0.77897	-0.50744	-0.17901	-0.0042593	-0.16271	0.11753	-0.19446	0.49629	0.31337	0.5242	0.56327	0.10639	-0.43779	-0.10259	-0.078043	0.19446	-0.13529	0.10259	1.1905	-2.1018	-0.49192	0.50744	-0.5242	-0.77897	0.17901	0.010894	-0.56327	-1.2282	0.16271	0.43779	0.13529	0.49192	-0.31337	2.1018	-0.27307	0.63296	-0.49629	0.31704	0.075319	-1.1905
"166"	2.1018	0.27307	0.31337	-1.1905	-0.10639	-0.31337	-0.19446	-0.010894	0.49192	-0.078043	0.10639	0.075319	0.078043	0.0042593	-0.63296	0.13529	0.43779	-0.11753	-0.10259	0.49629	0.77897	0.5242	-0.50744	0.50744	-0.0042593	0.56327	1.2282	-0.49629	-0.13529	0.63296	-1.2282	-0.43779	-0.56327	-0.075319	-0.31704	-0.16271	0.17901	-0.5242	0.010894	-0.49192	0.10259	-0.27307	0.31704	-0.77897	0.11753	0.19446	-0.17901	0.16271	1.1905	-2.1018
"167"	-0.77897	0.13529	0.16271	-0.010894	-0.11753	0.77897	0.5242	0.10639	0.075319	-1.2282	-0.31337	-1.1905	-0.49192	0.11753	0.49192	-0.43779	-0.27307	-0.5242	0.43779	-0.63296	1.2282	0.27307	0.17901	-0.078043	-0.56327	-0.17901	-0.13529	0.10259	2.1018	0.50744	-0.50744	-2.1018	-0.10259	-0.31704	-0.19446	0.63296	0.49629	0.19446	-0.16271	-0.49629	0.078043	0.56327	-0.10639	-0.0042593	0.010894	0.31704	-0.075319	1.1905	0.31337	0.0042593
"168"	0.56327	0.0042593	-0.43779	0.77897	-0.31337	0.10639	-1.2282	-2.1018	-0.075319	-0.11753	-0.078043	0.010894	0.078043	0.13529	1.1905	-0.49192	-0.010894	-0.50744	1.2282	0.16271	0.5242	2.1018	0.49192	-0.17901	-0.63296	-0.13529	-0.27307	-0.77897	-0.10639	-0.19446	-0.56327	-0.31704	0.31704	0.50744	0.27307	0.10259	0.31337	0.43779	0.17901	0.49629	-0.5242	-0.0042593	-0.10259	-0.16271	0.075319	0.11753	0.63296	0.19446	-1.1905	-0.49629
"169"	-0.31337	-0.27307	0.63296	0.010894	-0.010894	-0.11753	-0.13529	-0.10639	0.31704	0.17901	0.31337	1.2282	1.1905	-0.0042593	0.56327	0.078043	0.10259	-0.63296	-0.49192	-0.50744	-0.19446	-0.078043	0.27307	0.13529	-1.2282	0.19446	0.43779	0.11753	0.77897	0.10639	2.1018	-0.16271	-2.1018	-0.17901	0.49192	0.0042593	-0.77897	-1.1905	0.5242	0.49629	-0.31704	-0.56327	-0.49629	-0.43779	-0.5242	0.50744	0.075319	-0.10259	-0.075319	0.16271
"170"	-0.075319	-0.10639	0.49629	0.43779	1.1905	-0.56327	0.27307	-0.5242	-0.10259	-0.50744	0.075319	-0.010894	0.10639	0.11753	-0.19446	0.50744	-0.13529	0.010894	-1.1905	-1.2282	-0.77897	0.31704	-0.49192	-0.078043	-0.17901	0.17901	0.5242	1.2282	0.56327	-0.11753	0.77897	0.16271	0.0042593	-0.0042593	0.078043	-0.16271	0.10259	0.63296	-0.31704	0.49192	-0.49629	-0.43779	-0.27307	0.31337	-0.63296	0.19446	0.13529	-2.1018	-0.31337	2.1018
"171"	-0.31337	-1.1905	-1.2282	-0.5242	-0.010894	1.2282	-0.31704	0.43779	-0.19446	-0.43779	0.075319	-0.16271	0.56327	-0.10639	2.1018	0.49629	0.27307	-0.17901	-0.078043	0.5242	-0.0042593	0.078043	0.13529	0.31704	0.010894	-0.49192	-0.11753	0.0042593	0.17901	0.19446	0.49192	-0.50744	-0.10259	0.10639	0.10259	0.31337	0.77897	-0.27307	0.50744	-0.49629	-0.075319	-0.77897	0.11753	-0.56327	0.16271	0.63296	-2.1018	-0.13529	-0.63296	1.1905
"172"	0.56327	-0.19446	-0.16271	-0.43779	-1.2282	-0.50744	-0.27307	-0.11753	-0.075319	-0.31704	-0.10259	2.1018	-0.10639	0.43779	-0.078043	0.16271	0.17901	0.010894	0.49192	-2.1018	0.50744	-1.1905	0.77897	-0.77897	-0.0042593	0.5242	0.075319	0.27307	-0.56327	0.10639	0.0042593	-0.13529	1.1905	-0.5242	0.31337	0.31704	0.63296	1.2282	-0.31337	0.11753	0.49629	0.10259	0.078043	-0.17901	0.19446	-0.49629	-0.63296	-0.49192	-0.010894	0.13529
"173"	0.010894	0.49192	-0.63296	-0.075319	0.13529	2.1018	0.63296	-0.078043	-0.16271	-0.77897	0.10639	0.77897	0.075319	0.5242	0.31337	0.10259	-0.31704	-0.13529	1.2282	1.1905	-2.1018	0.56327	0.31704	-0.0042593	-0.17901	-0.50744	0.17901	-0.10639	0.16271	0.43779	-1.1905	0.11753	-0.19446	0.27307	0.0042593	-0.56327	-0.27307	0.19446	-0.49192	-0.010894	0.49629	-0.43779	0.078043	-0.11753	-0.49629	-0.31337	0.50744	-0.10259	-0.5242	-1.2282
"174"	0.49629	0.27307	0.77897	-0.10259	-0.0042593	1.1905	-0.50744	0.078043	0.5242	0.31337	-0.19446	0.0042593	-0.075319	0.11753	-0.27307	0.10259	-2.1018	0.43779	0.10639	-1.2282	-0.49629	0.16271	-0.078043	0.19446	0.13529	-1.1905	0.075319	0.010894	0.50744	-0.63296	0.49192	-0.31704	-0.17901	-0.77897	0.63296	-0.13529	-0.16271	-0.56327	-0.10639	0.31704	-0.010894	-0.11753	-0.31337	0.17901	2.1018	0.56327	-0.43779	-0.5242	-0.49192	1.2282
"175"	1.2282	-0.078043	-0.63296	0.50744	0.56327	-0.010894	0.16271	-1.1905	0.19446	-0.11753	-0.19446	0.075319	0.5242	-0.10259	-0.0042593	-0.49629	0.10259	-0.27307	-0.49192	-0.13529	-0.77897	0.078043	0.63296	0.49629	-0.31704	0.27307	2.1018	-0.43779	0.11753	-0.50744	0.13529	-1.2282	0.31337	-0.5242	0.43779	1.1905	-0.17901	0.77897	0.0042593	0.17901	-0.16271	-0.56327	-2.1018	0.010894	0.49192	0.31704	-0.31337	0.10639	-0.075319	-0.10639
"176"	0.63296	-0.49192	-0.50744	0.31337	-0.43779	1.2282	0.77897	-0.075319	-0.63296	0.5242	0.075319	0.10639	0.49192	0.50744	-0.0042593	-0.11753	0.27307	0.078043	-0.31337	-0.10639	0.10259	-1.1905	-0.31704	0.010894	-0.17901	-0.27307	0.43779	-0.10259	0.49629	-2.1018	-0.56327	0.19446	-0.5242	-0.49629	2.1018	-0.010894	0.17901	0.16271	-0.078043	0.56327	-0.16271	-0.19446	0.13529	-0.13529	0.31704	-1.2282	0.11753	-0.77897	0.0042593	1.1905
"177"	0.49192	-0.16271	-0.31704	-0.078043	-0.27307	-0.10259	-0.49192	-0.56327	-0.11753	0.10639	-1.2282	1.1905	0.31704	-0.50744	-2.1018	0.49629	-0.31337	-0.010894	0.16271	0.31337	0.63296	-0.13529	-0.5242	0.5242	0.010894	0.078043	-1.1905	1.2282	-0.63296	-0.19446	-0.075319	-0.0042593	-0.77897	0.56327	0.43779	-0.43779	0.11753	0.17901	0.19446	0.27307	-0.17901	0.075319	0.0042593	0.50744	-0.10639	-0.49629	0.13529	0.10259	0.77897	2.1018
"178"	-0.11753	-0.27307	-1.2282	-0.078043	0.10639	0.13529	0.10259	0.63296	-0.13529	-2.1018	0.31337	-0.31337	-0.10259	0.0042593	0.27307	-0.0042593	0.31704	-0.075319	-0.77897	-0.56327	0.50744	-0.50744	0.010894	0.77897	-0.63296	0.17901	0.49192	-0.31704	-0.010894	-0.16271	0.43779	0.19446	-0.49192	0.56327	1.1905	-0.17901	0.075319	0.49629	-0.49629	0.16271	-0.43779	-0.10639	2.1018	-0.19446	-0.5242	0.5242	-1.1905	1.2282	0.11753	0.078043
"179"	-0.31704	0.77897	0.17901	0.075319	-0.31337	-0.19446	0.31704	-1.2282	-0.49192	0.078043	-0.63296	0.43779	-0.27307	-0.10259	-0.078043	1.1905	-0.10639	0.31337	0.49629	2.1018	-0.50744	-1.1905	-0.0042593	0.10259	0.63296	-0.13529	0.49192	-0.56327	0.010894	0.10639	-0.010894	0.0042593	-0.43779	-0.16271	0.56327	-0.49629	-2.1018	-0.17901	-0.77897	-0.075319	0.27307	0.16271	0.50744	-0.11753	-0.5242	0.5242	0.13529	0.19446	0.11753	1.2282
"180"	-0.10259	0.16271	0.19446	1.1905	-1.2282	-0.43779	0.43779	0.49192	-0.17901	-0.27307	0.50744	0.10259	-0.5242	-0.63296	0.77897	0.075319	-0.49629	0.11753	0.13529	0.49629	-0.16271	-2.1018	-0.0042593	0.31704	1.2282	0.63296	0.17901	2.1018	-0.50744	0.31337	-0.31337	0.27307	0.10639	0.0042593	-0.56327	-0.77897	0.56327	0.010894	0.078043	-0.078043	-0.31704	-0.11753	-0.10639	0.5242	-0.49192	-0.19446	-0.010894	-0.13529	-1.1905	-0.075319
"181"	0.078043	0.17901	0.49629	-0.010894	0.075319	-0.56327	-0.43779	-1.1905	-2.1018	-0.50744	-0.5242	0.16271	0.50744	0.77897	-0.77897	0.0042593	-0.31704	0.10639	-0.13529	0.10259	-0.63296	-0.11753	0.56327	-0.49192	0.31337	0.31704	2.1018	-1.2282	-0.078043	-0.49629	-0.0042593	1.1905	0.010894	-0.31337	1.2282	-0.27307	0.11753	0.13529	0.19446	-0.16271	0.63296	-0.10259	0.49192	0.27307	-0.17901	-0.19446	-0.075319	0.43779	0.5242	-0.10639
"182"	0.010894	0.5242	-0.31704	-0.43779	0.77897	-0.50744	0.31337	0.50744	-1.1905	-0.0042593	-0.16271	1.1905	-0.11753	0.63296	-0.63296	-0.49629	-0.10259	-0.31337	0.56327	0.11753	0.078043	-0.19446	2.1018	-0.5242	-0.13529	-0.17901	-0.27307	0.49629	1.2282	0.16271	0.10639	0.0042593	-1.2282	-0.77897	-0.10639	0.49192	-2.1018	-0.56327	0.10259	-0.49192	0.43779	-0.078043	0.17901	-0.010894	0.13529	0.27307	0.075319	0.31704	0.19446	-0.075319
"183"	0.11753	1.1905	-0.010894	-0.27307	-0.5242	-0.31704	0.43779	-2.1018	0.31337	0.13529	-0.10639	-0.17901	-0.31337	0.27307	-0.50744	-1.2282	0.77897	0.10639	0.49192	0.0042593	0.63296	-0.078043	-0.19446	-0.16271	0.56327	-0.0042593	-0.49629	0.010894	0.31704	-0.77897	0.075319	0.5242	0.16271	0.078043	1.2282	0.17901	-0.49192	-0.56327	-0.075319	-0.13529	-0.11753	0.10259	0.49629	0.19446	-0.10259	2.1018	-0.43779	-1.1905	-0.63296	0.50744
"184"	-0.31704	-0.19446	0.31337	1.2282	0.078043	-0.17901	2.1018	-0.075319	-0.27307	0.075319	0.19446	-0.56327	0.56327	-0.63296	0.49192	0.77897	-0.77897	-0.5242	-0.31337	-0.43779	0.27307	-0.10639	-0.50744	-0.10259	0.0042593	-2.1018	0.16271	0.50744	0.5242	-0.49192	0.63296	0.31704	-0.16271	0.10259	0.17901	-0.010894	1.1905	-1.1905	0.10639	-1.2282	-0.078043	-0.49629	-0.13529	0.49629	-0.11753	0.010894	0.11753	-0.0042593	0.13529	0.43779
"185"	0.078043	-0.11753	-0.075319	0.50744	1.1905	-0.13529	0.17901	-2.1018	-0.0042593	0.49192	-0.49629	-0.49192	-0.56327	0.31337	-0.10639	0.19446	0.11753	-0.77897	0.10259	-0.43779	0.0042593	-0.5242	-0.31337	0.43779	-0.27307	-0.010894	0.27307	-0.16271	-0.17901	0.31704	2.1018	0.16271	-1.1905	0.5242	0.63296	-1.2282	-0.10259	-0.50744	0.010894	1.2282	0.075319	-0.078043	0.77897	0.13529	0.56327	-0.31704	0.10639	0.49629	-0.19446	-0.63296
"186"	-0.63296	0.13529	0.10639	-0.31337	0.5242	-0.10259	-0.27307	-0.010894	-0.56327	-0.19446	0.17901	-0.50744	1.1905	-0.49629	-0.16271	-0.11753	0.075319	-2.1018	-0.17901	-0.13529	-0.0042593	0.0042593	0.63296	-0.77897	-1.2282	-0.31704	0.078043	0.49629	0.77897	0.27307	-0.43779	0.010894	-0.075319	0.16271	0.11753	-0.49192	0.43779	2.1018	1.2282	-0.078043	0.31337	-0.5242	0.56327	0.50744	0.49192	-0.10639	0.19446	0.31704	0.10259	-1.1905
"187"	0.49629	-1.1905	-0.49629	0.0042593	1.1905	0.17901	-0.16271	-0.13529	-0.0042593	2.1018	-0.77897	0.19446	0.27307	-0.19446	0.56327	0.010894	0.10259	-0.11753	0.075319	-0.17901	0.11753	-0.56327	0.77897	0.16271	-2.1018	-0.10639	-0.5242	0.5242	-0.010894	0.13529	0.49192	-0.63296	-0.50744	-0.31337	0.63296	-0.31704	0.10639	-0.27307	-0.10259	0.31337	-0.078043	-0.43779	-1.2282	1.2282	-0.49192	0.43779	0.078043	-0.075319	0.31704	0.50744
"188"	-0.63296	-2.1018	0.16271	-0.56327	-0.10259	-1.2282	-0.27307	0.17901	-0.078043	0.49629	-0.11753	0.77897	0.56327	-0.16271	-0.50744	0.11753	0.10639	0.63296	0.31704	-0.31704	0.010894	0.50744	0.49192	0.078043	-0.49192	-0.17901	1.2282	-0.19446	-0.13529	-1.1905	-0.43779	0.31337	-0.5242	-0.77897	-0.010894	-0.10639	0.0042593	2.1018	-0.0042593	0.27307	0.075319	-0.49629	1.1905	0.10259	-0.31337	0.19446	0.43779	0.13529	0.5242	-0.075319
"189"	-0.075319	0.63296	-0.16271	0.10639	-0.0042593	0.078043	-0.56327	0.11753	-0.49629	0.13529	-0.010894	-0.31337	2.1018	-0.43779	-0.49192	0.49192	0.31337	-0.078043	-0.50744	-0.17901	-0.10639	-2.1018	0.5242	-0.10259	-0.77897	-0.11753	0.10259	0.31704	0.56327	-0.63296	-1.2282	-1.1905	-0.19446	1.2282	0.43779	0.77897	0.19446	0.49629	0.27307	-0.13529	0.0042593	0.16271	0.010894	0.075319	1.1905	-0.31704	-0.27307	0.50744	0.17901	-0.5242
"190"	-0.13529	-0.31337	-0.5242	-0.17901	-0.10639	1.2282	-0.43779	0.10259	1.1905	0.31337	0.10639	-0.10259	0.13529	0.17901	-1.2282	0.50744	-0.19446	0.0042593	0.43779	0.49192	-0.078043	-2.1018	0.63296	0.5242	-0.075319	0.075319	-0.11753	0.11753	0.49629	-0.27307	-0.49629	-0.50744	0.77897	0.31704	-0.0042593	-0.010894	0.16271	2.1018	0.078043	-0.31704	-0.16271	0.56327	-0.49192	-0.63296	0.27307	-0.77897	0.010894	0.19446	-1.1905	-0.56327
"191"	-2.1018	-0.010894	-0.77897	0.0042593	-0.50744	0.11753	-0.63296	0.49192	0.5242	0.16271	-0.5242	-0.27307	0.50744	2.1018	0.56327	0.13529	0.31337	0.19446	-0.078043	-0.49629	-0.11753	0.17901	0.77897	-0.0042593	-0.10259	0.49629	-0.31704	-0.16271	0.075319	0.078043	-0.43779	1.2282	0.010894	-0.56327	-0.13529	0.10259	1.1905	-0.075319	-0.31337	0.63296	-1.2282	-0.10639	0.10639	0.31704	-0.49192	-0.17901	-1.1905	0.43779	0.27307	-0.19446
"192"	0.5242	2.1018	-0.27307	0.10639	-0.010894	-0.43779	0.56327	-0.56327	1.1905	-0.49192	-0.11753	0.19446	1.2282	0.11753	0.77897	0.16271	-0.31704	0.43779	0.078043	0.27307	0.075319	-0.31337	-0.49629	0.31704	-0.10639	-0.078043	-1.2282	0.17901	0.0042593	-0.19446	-0.77897	0.10259	-0.075319	0.50744	-0.10259	-1.1905	0.010894	-0.63296	-0.13529	-2.1018	0.31337	0.49629	-0.0042593	0.49192	0.63296	-0.17901	-0.50744	-0.16271	-0.5242	0.13529
"193"	0.56327	-0.49629	-1.1905	-0.0042593	-0.078043	0.13529	2.1018	-0.49192	-0.16271	0.49629	-0.50744	-1.2282	0.63296	0.11753	-0.5242	-2.1018	-0.77897	-0.17901	-0.11753	0.010894	0.078043	0.49192	-0.27307	-0.63296	-0.075319	0.16271	-0.31337	-0.19446	0.77897	0.19446	1.2282	0.0042593	0.17901	0.10639	0.10259	-0.31704	0.27307	0.5242	-0.010894	-0.10639	-0.10259	0.31337	0.075319	0.31704	-0.56327	-0.43779	0.50744	-0.13529	0.43779	1.1905
"194"	0.31704	-0.31704	0.5242	0.10259	-0.49629	0.19446	0.77897	0.43779	0.078043	-0.31337	-0.77897	0.0042593	-0.13529	0.16271	-0.63296	0.13529	-0.16271	0.31337	0.11753	-0.5242	-0.43779	-2.1018	0.50744	0.010894	-0.010894	0.075319	-1.1905	-0.0042593	-0.078043	0.49629	1.1905	0.17901	2.1018	0.49192	0.56327	-0.56327	0.63296	0.27307	-0.075319	1.2282	-1.2282	-0.49192	-0.27307	-0.19446	-0.10639	-0.10259	-0.11753	-0.17901	0.10639	-0.50744
"195"	-0.27307	0.63296	-0.19446	0.43779	0.31704	-0.13529	1.1905	-0.77897	-0.49192	-0.5242	0.10259	-0.10259	-1.1905	0.49192	-0.10639	0.11753	-0.11753	-0.43779	-0.075319	0.17901	0.50744	0.10639	0.31337	0.0042593	-0.078043	0.13529	-1.2282	0.16271	-0.56327	0.56327	-0.17901	0.77897	0.010894	0.19446	-0.31337	0.078043	1.2282	-0.31704	-0.16271	0.5242	-0.49629	-0.0042593	-0.63296	-2.1018	-0.010894	0.27307	-0.50744	0.49629	2.1018	0.075319
"196"	0.16271	-0.16271	0.10639	-0.31704	-0.63296	-0.075319	-2.1018	0.010894	0.31704	-0.77897	-0.17901	-0.49629	0.11753	-0.10639	0.56327	-1.1905	0.31337	1.2282	0.27307	-0.56327	0.0042593	-0.010894	-0.11753	-0.13529	-0.27307	-0.43779	0.17901	0.19446	-0.50744	-0.31337	-0.078043	0.078043	0.49629	0.77897	-0.0042593	0.5242	1.1905	-1.2282	0.13529	-0.10259	-0.5242	-0.19446	0.50744	0.43779	-0.49192	0.63296	0.075319	0.10259	0.49192	2.1018
"197"	0.16271	-0.63296	-0.10639	-0.17901	0.49192	-0.11753	-1.2282	2.1018	-0.078043	-0.10259	-0.19446	0.43779	-0.27307	0.078043	-1.1905	-0.77897	0.10639	0.31704	0.50744	1.1905	-0.49192	0.31337	-0.010894	-0.0042593	0.19446	-0.56327	-0.075319	0.77897	1.2282	-0.31337	0.075319	-2.1018	-0.13529	0.11753	0.5242	-0.31704	-0.43779	0.56327	0.49629	0.17901	0.27307	-0.16271	0.63296	-0.50744	-0.49629	0.010894	0.13529	0.10259	0.0042593	-0.5242
"198"	0.010894	-0.49629	1.1905	-0.5242	-0.19446	0.31704	0.16271	-1.1905	0.5242	0.10259	0.17901	1.2282	0.63296	2.1018	-0.13529	0.19446	0.075319	0.13529	0.27307	-0.63296	-0.078043	0.0042593	-0.10259	0.49629	0.10639	-0.16271	-0.27307	0.77897	-0.075319	-0.010894	-0.56327	-1.2282	0.43779	-0.0042593	-2.1018	0.078043	-0.77897	-0.43779	0.31337	0.49192	-0.17901	0.50744	-0.11753	-0.50744	-0.49192	0.11753	-0.31704	-0.10639	-0.31337	0.56327
"199"	0.63296	0.19446	0.31704	-0.17901	0.10639	-0.19446	0.49192	0.010894	-0.13529	0.50744	-0.27307	-0.49192	0.0042593	-0.075319	-0.77897	0.43779	0.49629	-0.16271	-0.56327	-2.1018	-0.0042593	1.2282	-0.63296	-0.010894	-0.10639	-1.1905	-0.49629	0.11753	0.77897	0.17901	-0.078043	1.1905	-0.31704	-1.2282	0.10259	0.5242	2.1018	-0.5242	0.13529	0.27307	0.56327	0.31337	0.078043	0.16271	0.075319	-0.31337	-0.10259	-0.43779	-0.50744	-0.11753
